Date,Open,High,Low,Close,Adj Close,Volume
1997-07-14,24.062500,24.062500,24.062500,24.062500,6.879828,1800000
1997-07-15,24.125000,24.125000,22.383333,22.943054,6.559762,1270800
1997-07-16,22.916666,22.916666,22.916666,22.916666,6.552217,1800
1997-07-17,21.336111,23.583332,21.336111,23.583332,6.742828,3600
1997-07-18,23.583332,23.583332,23.583332,23.583332,6.742828,0
1997-07-21,24.833332,24.833332,21.944445,21.944445,6.274244,28800
1997-07-22,22.913889,22.913889,20.833332,22.913889,6.551422,9000
1997-07-23,22.913889,22.913889,22.913889,22.913889,6.551422,0
1997-07-24,22.913889,22.913889,22.913889,22.913889,6.551422,0
1997-07-25,22.913889,22.913889,22.913889,22.913889,6.551422,0
1997-07-28,21.333332,21.333332,21.333332,21.333332,6.099518,5400
1997-07-29,21.333332,21.333332,21.333332,21.333332,6.099518,0
1997-07-30,22.636110,22.638887,21.694445,21.694445,6.202766,5400
1997-07-31,21.694445,21.694445,21.694445,21.694445,6.202766,0
1997-08-01,21.694445,21.694445,21.694445,21.694445,6.202766,0
1997-08-04,23.194445,23.194445,20.340277,21.527777,6.155115,52200
1997-08-05,21.391666,22.750000,21.111111,22.750000,6.504566,9000
1997-08-06,22.750000,22.750000,22.750000,22.750000,6.504566,0
1997-08-07,21.527777,21.527777,21.527777,21.527777,6.155115,3600
1997-08-08,21.527777,21.527777,21.527777,21.527777,6.155115,3600
1997-08-11,21.527777,22.083332,21.527777,22.083332,6.313954,3600
1997-08-12,22.083332,22.222221,21.527777,21.565277,6.165837,10800
1997-08-13,20.833332,23.027777,20.833332,22.222221,6.353664,23400
1997-08-14,22.222221,22.222221,22.220833,22.222221,6.353664,14400
1997-08-15,22.222221,22.222221,22.222221,22.222221,6.353664,0
1997-08-18,22.208332,22.222221,22.208332,22.222221,6.353664,9000
1997-08-19,21.527777,21.527777,20.694445,20.694445,5.916851,9000
1997-08-20,21.333332,22.141666,21.333332,22.062500,6.307999,16200
1997-08-21,23.055555,23.583332,23.055555,23.472221,6.711059,25200
1997-08-22,24.691666,24.805555,23.611111,23.625000,6.754739,25200
1997-08-25,23.333332,23.333332,22.673611,22.673611,6.482723,9000
1997-08-26,22.223612,22.916666,22.223612,22.513887,6.437057,19800
1997-08-27,21.944445,22.776388,21.944445,22.301388,6.376301,16200
1997-08-28,22.301388,22.301388,22.301388,22.301388,6.376301,0
1997-08-29,21.805555,21.805555,21.805555,21.805555,6.265752,1800
1997-09-01,21.666666,23.027777,21.111111,23.027777,6.616952,9000
1997-09-02,23.000000,23.031944,23.000000,23.031944,6.618149,7200
1997-09-03,23.055555,23.055555,22.222221,22.481943,6.460109,28800
1997-09-04,22.222221,22.222221,20.916666,21.500000,6.177951,73800
1997-09-05,21.111111,21.111111,20.555555,20.555555,5.906569,27000
1997-09-08,21.593056,21.593056,19.308332,21.025000,6.041462,217800
1997-09-09,20.972221,20.972221,20.972221,20.972221,6.026294,1800
1997-09-10,20.972221,20.972221,20.972221,20.972221,6.026294,0
1997-09-11,20.693054,20.693054,20.416666,20.555555,5.906569,5400
1997-09-12,19.722221,19.722221,19.527777,19.590277,5.629198,9000
1997-09-15,19.979166,19.980555,18.672222,19.861111,5.707022,16200
1997-09-16,18.916666,19.444445,18.888887,18.888887,5.427658,43200
1997-09-17,19.444445,19.833332,18.888887,19.730555,5.669508,54000
1997-09-18,19.444445,19.444445,19.069445,19.305555,5.547385,23400
1997-09-19,20.137501,20.137501,19.833332,19.861111,5.707022,9000
1997-09-22,19.169443,19.305555,18.888887,18.888887,5.427658,16200
1997-09-23,18.783333,19.236111,18.777777,19.116667,5.493109,9000
1997-09-24,19.116667,19.116667,19.116667,19.116667,5.493109,0
1997-09-25,19.116667,19.116667,19.116667,19.116667,5.493109,0
1997-09-26,19.116667,19.116667,19.116667,19.116667,5.493109,0
1997-09-29,19.937500,19.937500,19.500000,19.500000,5.603258,5400
1997-09-30,19.720833,19.720833,19.250000,19.250000,5.531420,9000
1997-10-01,19.944445,19.944445,19.944445,19.944445,5.730970,1800
1997-10-02,19.944445,19.944445,19.944445,19.944445,5.730970,0
1997-10-03,19.944445,19.944445,19.944445,19.944445,5.730970,0
1997-10-06,19.944445,19.944445,19.944445,19.944445,5.730970,0
1997-10-07,19.944445,19.944445,19.944445,19.944445,5.730970,0
1997-10-08,19.944445,19.944445,19.944445,19.944445,5.730970,0
1997-10-09,19.444445,19.722221,19.277777,19.722221,5.667112,9000
1997-10-10,19.722221,19.861111,19.722221,19.861111,5.707022,5400
1997-10-13,19.750000,19.861111,19.472221,19.861111,5.707022,9000
1997-10-14,19.722221,19.859722,19.444445,19.444445,5.587296,9000
1997-10-15,19.444445,19.444445,19.444445,19.444445,5.587296,0
1997-10-16,19.444445,19.444445,19.444445,19.444445,5.587296,0
1997-10-17,19.583332,19.583332,19.583332,19.583332,5.627204,1800
1997-10-20,19.388887,19.388887,19.388887,19.388887,5.571331,3600
1997-10-21,19.305555,19.444445,19.027777,19.131945,5.497499,14400
1997-10-22,19.131945,19.131945,19.131945,19.131945,5.497499,0
1997-10-23,19.666666,19.861111,19.666666,19.861111,5.707022,10800
1997-10-24,19.861111,19.861111,19.861111,19.861111,5.707022,1800
1997-10-27,19.862499,19.862499,19.583332,19.583332,5.627204,5400
1997-10-28,19.805555,19.805555,18.611111,18.819445,5.407702,9000
1997-10-29,18.944445,19.027777,18.944445,19.027777,5.467567,5400
