Date,Open,High,Low,Close,Adj Close,Volume
1996-04-15,18.055555,18.055555,17.222221,17.222221,4.924089,43200
1996-04-16,17.222221,17.222221,17.222221,17.222221,4.924089,0
1996-04-17,17.222221,17.222221,17.222221,17.222221,4.924089,3600
1996-04-18,17.222221,18.055555,17.222221,17.222221,4.924089,14400
1996-04-19,17.222221,17.222221,17.222221,17.222221,4.924089,7200
1996-04-22,17.222221,17.222221,17.222221,17.222221,4.924089,7200
1996-04-23,17.222221,17.222221,17.222221,17.222221,4.924089,0
1996-04-24,17.222221,17.222221,17.222221,17.222221,4.924089,0
1996-04-25,17.222221,17.777777,17.777777,17.777777,5.082933,3600
1996-04-26,17.777777,18.055555,17.777777,18.055555,5.162354,7200
1996-04-29,18.055555,19.861111,18.055555,19.861111,5.678588,18000
1996-04-30,19.861111,20.597221,20.597221,20.597221,5.889056,900000
1996-05-01,20.597221,20.597221,20.597221,20.597221,5.889056,0
1996-05-02,20.833332,20.833332,19.998611,19.998611,5.717903,7200
1996-05-03,19.998611,19.998611,19.998611,19.998611,5.717903,0
1996-05-06,19.998611,19.998611,19.998611,19.998611,5.717903,0
1996-05-07,19.694445,19.722221,19.694445,19.722221,5.638876,7200
1996-05-08,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-05-09,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-10,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-13,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-14,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-15,20.388887,20.736111,20.388887,20.736111,5.928764,183600
1996-05-16,20.555555,20.555555,20.000000,20.000000,5.718299,10800
1996-05-17,20.416666,20.833332,20.416666,20.833332,5.956561,39600
1996-05-20,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-21,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-05-22,20.833332,20.833332,20.694445,20.694445,5.916851,21600
1996-05-23,20.833332,20.833332,20.833332,20.833332,5.956561,360000
1996-05-24,20.833332,20.833332,20.833332,20.833332,5.956561,540000
1996-05-27,20.277777,20.277777,20.277777,20.277777,5.797719,18000
1996-05-28,20.833332,20.833332,20.555555,20.555555,5.877140,7200
1996-05-29,20.555555,21.388887,20.555555,21.388887,6.115402,57600
1996-05-30,21.388887,21.388887,21.388887,21.388887,6.115402,0
1996-05-31,21.388887,21.388887,21.388887,21.388887,6.115402,0
1996-06-03,21.388887,21.138887,21.111111,21.111111,6.035983,10800
1996-06-04,21.250000,22.916666,21.111111,22.708332,6.492651,18000
1996-06-05,21.527777,21.527777,21.138887,21.138887,6.043923,18000
1996-06-06,20.847221,20.847221,20.555555,20.637501,5.900569,82800
1996-06-07,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-06-10,20.694445,20.694445,20.555555,20.555555,5.877140,7200
1996-06-11,19.722221,19.722221,19.722221,19.722221,5.638876,3600
1996-06-12,21.388887,21.388887,21.388887,21.388887,6.115402,3600
1996-06-13,21.388887,21.388887,21.388887,21.388887,6.115402,0
1996-06-14,21.388887,21.388887,21.388887,21.388887,6.115402,0
1996-06-17,21.388887,21.388887,21.388887,21.388887,6.115402,3600
1996-06-18,21.388887,21.388887,21.388887,21.388887,6.115402,0
1996-06-19,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-06-20,20.694445,20.694445,20.694445,20.694445,5.916851,3600
1996-06-21,20.694445,20.694445,20.694445,20.694445,5.916851,0
1996-06-24,20.694445,20.694445,20.694445,20.694445,5.916851,0
1996-06-25,21.111111,21.111111,21.111111,21.111111,6.035983,3600
1996-06-26,20.277777,20.555555,20.277777,20.555555,5.877140,10800
1996-06-27,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-06-28,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-07-01,22.000000,22.000000,22.000000,22.000000,6.290128,108000
1996-07-02,20.279165,21.111111,20.279165,21.111111,6.035983,7200
1996-07-03,21.111111,21.388887,21.111111,21.250000,6.075694,18000
1996-07-04,20.833332,20.861111,20.833332,20.852777,5.962121,10800
1996-07-05,20.852777,20.852777,20.852777,20.852777,5.962121,0
1996-07-08,21.250000,21.250000,20.972221,20.972221,5.996271,21600
1996-07-09,20.694445,20.694445,20.555555,20.555555,5.877140,10800
1996-07-10,20.555555,20.555555,20.555555,20.555555,5.877140,3600
1996-07-11,20.555555,20.555555,20.555555,20.555555,5.877140,0
1996-07-12,20.555555,20.555555,20.555555,20.555555,5.877140,0
1996-07-15,20.277777,20.277777,20.277777,20.277777,5.797719,3600
1996-07-16,20.277777,20.277777,20.138887,20.138887,5.758009,7200
1996-07-17,20.138887,20.138887,20.138887,20.138887,5.758009,0
1996-07-18,20.138887,20.138887,20.138887,20.138887,5.758009,0
1996-07-19,20.138887,20.138887,20.138887,20.138887,5.758009,0
1996-07-22,20.138887,20.138887,20.138887,20.138887,5.758009,0
1996-07-23,18.138887,18.138887,18.138887,18.138887,5.186181,3600
1996-07-24,19.416666,19.416666,19.416666,19.416666,5.551514,3600
1996-07-25,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-07-26,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-07-29,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-07-30,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-07-31,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-08-01,19.416666,19.416666,19.416666,19.416666,5.551514,0
1996-08-02,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-08-05,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-06,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-07,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-08,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-09,22.194445,22.194445,22.194445,22.194445,6.345724,3600
1996-08-12,21.527777,21.527777,20.833332,20.833332,5.956561,7200
1996-08-13,21.666666,21.943054,21.666666,21.805555,6.234535,7200
1996-08-14,21.416666,21.416666,21.416666,21.416666,6.123345,3600
1996-08-15,21.416666,21.416666,21.416666,21.416666,6.123345,0
1996-08-16,21.111111,21.111111,21.111111,21.111111,6.035983,7200
1996-08-19,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1996-08-20,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-21,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-22,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-23,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-26,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-27,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-28,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-29,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-08-30,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-09-02,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-09-03,20.833332,20.833332,20.833332,20.833332,5.956561,0
1996-09-04,19.305555,19.305555,19.305555,19.305555,5.519748,3600
1996-09-05,19.305555,19.305555,19.305555,19.305555,5.519748,0
1996-09-06,19.305555,19.305555,19.305555,19.305555,5.519748,0
1996-09-09,19.444445,19.444445,19.444445,19.444445,5.559457,3600
1996-09-10,19.444445,20.805555,19.444445,20.805555,5.948619,7200
1996-09-11,19.722221,19.722221,19.722221,19.722221,5.638876,3600
1996-09-12,19.722221,19.722221,19.722221,19.722221,5.638876,0
1996-09-13,19.722221,19.722221,19.722221,19.722221,5.638876,0
1996-09-16,19.722221,19.722221,19.722221,19.722221,5.638876,0
1996-09-17,19.444445,19.444445,19.444445,19.444445,5.559457,3600
1996-09-18,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-19,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-20,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-23,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-24,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-25,19.444445,19.444445,19.444445,19.444445,5.559457,0
1996-09-26,19.444445,20.444445,18.390278,18.390278,5.258055,18000
1996-09-27,17.388887,17.388887,17.388887,17.388887,4.971744,3600
1996-09-30,18.194445,18.194445,18.194445,18.194445,5.202063,3600
1996-10-01,18.611111,18.611111,17.083332,17.083332,4.884380,10800
1996-10-02,17.083332,17.083332,17.083332,17.083332,4.884380,0
1996-10-03,18.055555,18.055555,18.055555,18.055555,5.162354,3600
1996-10-04,18.888887,18.888887,17.083332,17.231943,4.926870,14400
1996-10-07,17.231943,17.231943,17.231943,17.231943,4.926870,0
1996-10-08,17.231943,17.231943,17.231943,17.231943,4.926870,0
1996-10-09,17.231943,17.231943,17.231943,17.231943,4.926870,0
1996-10-10,17.916666,17.916666,17.916666,17.916666,5.122644,3600
1996-10-11,17.916666,17.916666,17.916666,17.916666,5.122644,0
1996-10-14,17.916666,17.916666,17.916666,17.916666,5.122644,0
1996-10-15,19.166666,19.166666,16.666666,16.666666,4.765249,7200
1996-10-16,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-17,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-18,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-21,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-22,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-23,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-24,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-25,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-28,16.666666,16.666666,16.666666,16.666666,4.765249,0
1996-10-29,15.583333,17.777777,15.555555,15.555555,4.447566,21600
1996-10-30,15.555555,15.555555,15.555555,15.555555,4.447566,0
1996-10-31,16.527777,16.527777,16.527777,16.527777,4.725539,3600
1996-11-01,16.527777,16.527777,16.527777,16.527777,4.725539,3600
1996-11-04,17.638887,17.638887,17.638887,17.638887,5.043221,3600
1996-11-05,17.638887,17.638887,17.638887,17.638887,5.043221,0
1996-11-06,18.750000,18.750000,18.750000,18.750000,5.360904,3600
1996-11-07,18.194445,18.194445,18.194445,18.194445,5.202063,288000
1996-11-08,17.361111,18.055555,17.361111,18.055555,5.162354,7200
1996-11-11,17.361111,17.361111,16.944445,16.944445,4.844671,10800
1996-11-12,101.666664,101.666664,101.666664,101.666664,29.068016,0
1996-11-13,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-14,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-15,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-18,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-19,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-20,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-21,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-22,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-25,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-26,16.944445,16.944445,16.944445,16.944445,4.844671,0
1996-11-27,15.833333,15.833333,15.833333,15.833333,4.526987,3600
1996-11-28,15.833333,15.833333,15.833333,15.833333,4.526987,0
1996-11-29,15.833333,15.833333,15.833333,15.833333,4.526987,0
1996-12-02,15.833333,15.833333,15.833333,15.833333,4.526987,0
1996-12-03,16.638887,16.638887,16.638887,16.638887,4.757306,3600
1996-12-04,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-05,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-06,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-09,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-10,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-11,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-12,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-13,16.638887,16.638887,16.638887,16.638887,4.757306,0
1996-12-16,17.361111,17.361111,17.361111,17.361111,4.963800,3600
1996-12-17,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-18,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-19,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-20,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-23,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-24,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-25,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-26,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-27,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-30,17.361111,17.361111,17.361111,17.361111,4.963800,0
1996-12-31,16.388887,16.388887,16.388887,16.388887,4.685828,3600
1997-01-01,15.833333,15.833333,15.833333,15.833333,4.526987,3600
1997-01-02,15.555555,15.555555,15.555555,15.555555,4.447566,3600
1997-01-03,15.555555,15.555555,15.555555,15.555555,4.447566,0
1997-01-06,15.555555,15.555555,15.555555,15.555555,4.447566,0
1997-01-07,15.000000,15.000000,15.000000,15.000000,4.288723,3600
1997-01-08,15.000000,15.000000,15.000000,15.000000,4.288723,0
1997-01-09,15.000000,15.000000,15.000000,15.000000,4.288723,0
1997-01-10,15.000000,15.000000,15.000000,15.000000,4.288723,0
1997-01-13,15.819444,15.819444,15.013888,15.013888,4.292695,72000
1997-01-14,15.000000,15.833333,15.000000,15.833333,4.526987,7200
1997-01-15,15.833333,15.833333,15.833333,15.833333,4.526987,0
1997-01-16,16.527777,16.805555,16.527777,16.805555,4.804960,25200
1997-01-17,17.777777,17.777777,17.777777,17.777777,5.082933,3600
1997-01-20,16.666666,16.666666,16.666666,16.666666,4.765249,3600
1997-01-21,15.833333,17.638887,15.833333,17.444445,4.987628,219600
1997-01-22,17.549999,17.549999,17.549999,17.549999,5.017807,36000
1997-01-23,17.549999,17.549999,17.549999,17.549999,5.017807,0
1997-01-24,17.416666,17.638887,17.416666,17.552776,5.018600,158400
1997-01-27,17.638887,17.638887,17.361111,17.593056,5.030117,90000
1997-01-28,17.500000,17.500000,17.444445,17.444445,4.987628,10800
1997-01-29,17.916666,17.916666,17.611111,17.623611,5.038854,122400
1997-01-30,18.805555,18.805555,17.500000,17.569445,5.023367,79200
1997-01-31,17.083332,17.083332,17.083332,17.083332,4.884380,180000
1997-02-03,17.083332,17.083332,17.083332,17.083332,4.884380,0
1997-02-04,15.972222,17.777777,15.972222,17.777777,5.082933,187200
1997-02-05,17.083332,17.361111,17.083332,17.361111,4.963800,183600
1997-02-06,17.305555,17.305555,17.305555,17.305555,4.947917,180000
1997-02-07,17.305555,17.305555,17.305555,17.305555,4.947917,0
1997-02-10,17.444445,17.444445,17.444445,17.444445,4.987628,180000
1997-02-11,16.944445,16.944445,16.944445,16.944445,4.844671,3600
1997-02-12,17.444445,17.444445,17.444445,17.444445,4.987628,180000
1997-02-13,17.361111,17.500000,17.222221,17.416666,4.979684,442800
1997-02-14,16.944445,17.444445,16.944445,17.444445,4.987628,187200
1997-02-17,17.083332,17.083332,16.944445,16.944445,4.844671,187200
1997-02-18,16.805555,17.041666,16.805555,17.001389,4.860951,64800
1997-02-19,17.001389,17.001389,17.001389,17.001389,4.860951,0
1997-02-20,16.388887,16.388887,16.388887,16.388887,4.685828,3600
1997-02-21,17.222221,17.222221,17.222221,17.222221,4.924089,3600
1997-02-24,16.666666,17.159721,16.666666,16.708332,4.777161,79200
1997-02-25,15.972222,15.972222,15.972222,15.972222,4.566696,3600
1997-02-26,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-02-27,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-02-28,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-03,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-04,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-05,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-06,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-07,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-10,15.972222,15.972222,15.972222,15.972222,4.566696,0
1997-03-11,15.972222,15.972222,15.972222,15.972222,4.566696,7200
1997-03-12,17.090277,17.090277,17.090277,17.090277,4.886365,7200
1997-03-13,17.090277,17.090277,17.090277,17.090277,4.886365,0
1997-03-14,17.090277,17.090277,17.090277,17.090277,4.886365,0
1997-03-17,17.993055,17.993055,17.006945,17.777777,5.082933,266400
1997-03-18,17.750000,17.777777,17.750000,17.777777,5.082933,7200
1997-03-19,17.527777,17.527777,17.527777,17.527777,5.011452,3600
1997-03-20,17.527777,17.527777,17.527777,17.527777,5.011452,0
1997-03-21,18.750000,18.750000,16.944445,18.750000,5.360904,18000
1997-03-24,18.750000,18.750000,18.750000,18.750000,5.360904,0
1997-03-25,20.055555,20.055555,17.500000,18.727777,5.354550,28800
1997-03-26,20.000000,20.000000,17.500000,17.638887,5.043221,36000
1997-03-27,17.638887,17.638887,17.638887,17.638887,5.043221,0
1997-03-28,17.638887,17.638887,17.638887,17.638887,5.043221,0
1997-03-31,17.638887,17.638887,17.638887,17.638887,5.043221,3600
1997-04-01,17.361111,17.361111,17.361111,17.361111,4.963800,3600
1997-04-02,17.361111,17.361111,17.361111,17.361111,4.963800,0
1997-04-03,17.361111,17.361111,17.361111,17.361111,4.963800,3600
1997-04-04,17.361111,17.361111,17.361111,17.361111,4.963800,0
1997-04-07,18.052776,18.052776,18.052776,18.052776,5.161559,3600
1997-04-08,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-09,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-10,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-11,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-14,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-15,17.361111,17.361111,17.361111,17.361111,4.963800,7200
1997-04-16,17.361111,17.361111,17.361111,17.361111,4.963800,0
1997-04-17,18.052776,18.052776,18.052776,18.052776,5.161559,3600
1997-04-18,18.052776,18.052776,18.052776,18.052776,5.161559,0
1997-04-21,18.052776,18.194445,18.052776,18.194445,5.202063,14400
1997-04-22,18.194445,18.194445,18.194445,18.194445,5.202063,0
1997-04-23,18.888887,18.888887,18.888887,18.888887,5.400615,3600
1997-04-24,18.888887,18.888887,18.888887,18.888887,5.400615,0
1997-04-25,18.333332,18.333332,18.333332,18.333332,5.241774,10800
1997-04-28,19.166666,19.166666,19.166666,19.166666,5.480037,10800
1997-04-29,19.166666,19.166666,19.166666,19.166666,5.480037,0
1997-04-30,19.861111,19.961111,19.861111,19.961111,5.707181,720000
1997-05-01,19.961111,19.961111,19.961111,19.961111,5.707181,0
1997-05-02,19.961111,19.961111,19.961111,19.961111,5.707181,0
1997-05-05,19.972221,20.000000,19.166666,19.166666,5.480037,43200
1997-05-06,17.916666,20.416666,17.916666,18.250000,5.217947,43200
1997-05-07,19.527777,19.527777,19.527777,19.527777,5.583283,3600
1997-05-08,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1997-05-09,20.833332,20.833332,20.833332,20.833332,5.956561,0
1997-05-12,19.725000,21.362499,19.722221,21.236111,6.071724,64800
1997-05-13,19.790277,20.277777,19.790277,20.277777,5.797719,54000
1997-05-14,20.277777,20.277777,20.277777,20.277777,5.797719,0
1997-05-15,20.277777,20.277777,20.277777,20.277777,5.797719,0
1997-05-16,21.527777,21.527777,20.833332,20.833332,5.956561,7200
1997-05-19,21.111111,21.111111,20.694445,20.694445,5.916851,75600
1997-05-20,20.833332,20.833332,20.833332,20.833332,5.956561,3600
1997-05-21,20.833332,20.833332,20.833332,20.833332,5.956561,0
1997-05-22,20.833332,20.833332,20.833332,20.833332,5.956561,0
1997-05-23,20.697222,20.708332,20.697222,20.702778,5.919234,21600
1997-05-26,19.388887,21.472221,19.388887,21.111111,6.035983,36000
1997-05-27,20.694445,21.361111,20.694445,21.297222,6.089195,64800
1997-05-28,21.111111,21.111111,21.111111,21.111111,6.035983,3600
1997-05-29,21.666666,22.222221,21.666666,21.666666,6.194825,1828800
1997-05-30,22.222221,22.500000,21.527777,22.416666,6.409258,795600
1997-06-02,22.222221,22.916666,22.222221,22.815277,6.523229,644400
1997-06-03,21.250000,24.305555,21.250000,24.305555,6.949323,388800
1997-06-04,22.916666,22.916666,22.645832,22.780556,6.513302,187200
1997-06-05,23.333332,24.305555,22.916666,23.888887,6.830188,297000
1997-06-06,23.333332,24.833332,23.333332,24.833332,7.100222,39600
1997-06-09,23.611111,25.277777,23.416666,25.194445,7.203470,329400
1997-06-10,26.388887,26.388887,24.722221,24.722221,7.068451,23400
1997-06-11,25.000000,25.000000,24.722221,24.722221,7.068451,46800
1997-06-12,24.861111,25.000000,24.805555,24.805555,7.092279,10800
1997-06-13,25.000000,25.000000,24.722221,24.722221,7.068451,10800
1997-06-16,25.027777,25.027777,24.722221,24.722221,7.068451,5400
1997-06-17,23.333332,23.333332,23.000000,23.000000,6.576043,16200
1997-06-18,21.919443,23.583332,21.919443,23.583332,6.742828,5400
1997-06-19,22.777777,22.888887,22.222221,22.888887,6.544274,19800
1997-06-20,21.666666,21.666666,21.666666,21.666666,6.194825,1800
1997-06-23,21.529165,22.229166,21.529165,22.229166,6.355650,7200
1997-06-24,23.609722,23.611111,22.958332,23.006945,6.578029,12600
1997-06-25,23.638887,24.277777,23.638887,24.277777,6.941378,28800
1997-06-26,24.583332,24.583332,24.166666,24.166666,6.909611,10800
1997-06-27,24.166666,24.166666,24.166666,24.166666,6.909611,0
1997-06-30,23.611111,23.611111,23.611111,23.611111,6.750770,1800
1997-07-01,23.750000,23.750000,21.961111,21.961111,6.279011,12600
1997-07-02,23.311111,23.311111,23.311111,23.311111,6.664995,1800
1997-07-03,22.805555,23.611111,22.805555,23.583332,6.742828,23400
1997-07-04,24.166666,24.166666,24.166666,24.166666,6.909611,7200
1997-07-07,22.777777,24.083332,22.777777,24.083332,6.885783,21600
1997-07-08,24.083332,24.083332,24.083332,24.083332,6.885783,0
1997-07-09,24.777777,24.777777,22.916666,22.930555,6.556189,14400
1997-07-10,24.052776,24.052776,24.052776,24.052776,6.877049,3600
1997-07-11,23.055555,23.055555,22.500000,22.500000,6.433087,10800
